id,region,product,amount
331148,North,Gizmo,4.57
331149,East,Gizmo,3.88
331150,North,Gadget,9.72
331151,North,Widget,5.27
331152,West,Gadget,8.49
331153,North,Doohickey,1.81
331154,North,Gadget,4.79
331155,South,Gizmo,0.3
331156,West,Widget,4.8
331157,North,Widget,0.56
331158,North,Doohickey,9.99
331159,South,Widget,4.3
331160,West,Widget,7.83
331161,North,Gadget,1.51
331162,West,Widget,0.01
331163,North,Doohickey,5.94
331164,South,Doohickey,4.54
331165,South,Widget,5.02
331166,West,Gizmo,2.03
331167,East,Widget,6.44
331168,East,Gizmo,8.23
331169,West,Widget,3.06
331170,East,Gadget,4.93
331171,North,Gizmo,0.22
331172,East,Gizmo,8.44
331173,East,Doohickey,4.61
331174,North,Gadget,0.48
331175,North,Gadget,1.99
331176,South,Gadget,9.32
331177,South,Doohickey,1.65
331178,West,Widget,10.0
331179,South,Gadget,9.28
331180,East,Widget,1.14
331181,North,Widget,6.2
331182,West,Gadget,2.55
331183,North,Widget,2.16
331184,North,Gizmo,2.16
331185,East,Widget,1.12
331186,West,Gizmo,2.95
331187,North,Widget,3.99
331188,East,Gadget,0.66
331189,East,Widget,0.15
331190,East,Gadget,0.81
331191,West,Gadget,0.13
331192,East,Gadget,9.24
331193,East,Widget,4.9
331194,South,Widget,3.83
331195,West,Gadget,3.44
331196,North,Widget,6.22
331197,East,Doohickey,9.31
331198,East,Gadget,1.59
331199,West,Doohickey,8.31
331200,West,Gadget,1.32
331201,West,Widget,4.3
331202,North,Gadget,8.07
331203,West,Doohickey,7.27
331204,North,Doohickey,5.36
331205,East,Gizmo,8.02
331206,East,Gadget,4.04
331207,West,Widget,6.87
331208,East,Gizmo,6.18
331209,West,Gizmo,9.51
331210,West,Widget,2.76
331211,West,Gadget,1.74
331212,East,Gizmo,5.57
331213,North,Gadget,6.21
331214,West,Gadget,4.89
331215,South,Doohickey,8.67
331216,East,Doohickey,4.34
331217,South,Doohickey,8.03
331218,South,Widget,1.16
331219,East,Gadget,4.62
331220,West,Gizmo,5.34
331221,West,Gadget,3.5
331222,West,Gadget,3.83
331223,North,Gizmo,5.37
331224,North,Gadget,6.65
331225,East,Doohickey,5.68
331226,South,Doohickey,0.24
331227,North,Doohickey,3.86
331228,East,Gizmo,9.56
331229,North,Gadget,8.34
331230,East,Widget,4.61
331231,West,Doohickey,9.87
331232,North,Doohickey,8.78
331233,North,Widget,5.14
331234,North,Gizmo,6.47
331235,East,Doohickey,5.05
331236,South,Widget,4.36
331237,North,Doohickey,7.21
331238,South,Doohickey,6.73
331239,North,Doohickey,0.05
331240,West,Widget,7.7
331241,East,Gizmo,7.03
331242,South,Gadget,4.79
331243,South,Gadget,2.67
331244,South,Widget,6.39
331245,South,Gadget,8.84
331246,West,Gizmo,2.87
331247,West,Gadget,8.79
331248,East,Gizmo,4.97
331249,West,Gadget,8.55
331250,East,Gizmo,5.7
331251,East,Widget,0.1
331252,East,Gizmo,1.5
331253,South,Gizmo,8.47
331254,East,Doohickey,6.93
331255,East,Gadget,5.25
331256,South,Widget,2.03
331257,South,Widget,4.62
331258,South,Gadget,5.47
331259,East,Gadget,3.5
331260,East,Widget,7.8
331261,North,Widget,7.16
331262,North,Widget,7.78
331263,North,Widget,2.51
331264,South,Widget,2.34
331265,West,Gizmo,6.58
331266,West,Gizmo,4.68
331267,North,Gadget,4.37
331268,North,Gizmo,8.19
331269,South,Gadget,1.14
331270,North,Widget,3.6
331271,West,Widget,6.41
331272,East,Doohickey,5.5
331273,South,Widget,3.43
331274,West,Gizmo,9.71
331275,South,Widget,5.99
331276,North,Doohickey,7.26
331277,East,Doohickey,6.19
331278,South,Gizmo,1.97
331279,North,Gizmo,0.75
331280,North,Widget,8.24
331281,South,Widget,0.62
331282,North,Widget,2.56
331283,North,Gizmo,8.58
331284,North,Gadget,7.63
331285,North,Gadget,2.05
331286,West,Doohickey,0.58
331287,South,Gadget,3.74
331288,East,Doohickey,7.31
331289,North,Widget,1.35
331290,East,Widget,3.73
331291,North,Gizmo,8.34
331292,North,Gadget,0.71
331293,South,Gadget,1.89
331294,North,Doohickey,3.6
331295,West,Widget,0.77
331296,North,Doohickey,9.33
331297,West,Gizmo,5.43
331298,South,Widget,3.38
331299,North,Widget,5.14
331300,South,Gadget,6.81
331301,West,Doohickey,1.81
331302,East,Gadget,8.73
331303,North,Gizmo,8.42
331304,East,Gizmo,2.53
331305,East,Doohickey,0.68
331306,East,Gizmo,5.47
331307,North,Gizmo,4.17
331308,North,Widget,9.76
331309,South,Gadget,5.38
331310,West,Widget,9.89
331311,North,Widget,4.82
331312,North,Gizmo,5.38
331313,South,Widget,1.87
331314,West,Widget,0.29
331315,South,Widget,6.2
331316,North,Gizmo,0.9
331317,East,Doohickey,8.2
331318,North,Widget,0.64
331319,East,Doohickey,1.26
331320,South,Doohickey,7.19
331321,South,Gadget,2.16
331322,North,Gizmo,9.95
331323,South,Doohickey,1.8
331324,South,Gizmo,7.42
331325,East,Gizmo,7.57
331326,North,Gizmo,3.15
331327,North,Gadget,0.09
331328,North,Doohickey,5.59
331329,South,Gizmo,2.13
331330,South,Widget,2.17
331331,West,Doohickey,4.21
331332,East,Gadget,0.26
331333,West,Widget,2.06
331334,North,Gizmo,7.96
331335,North,Doohickey,3.92
331336,West,Widget,5.9
331337,South,Doohickey,1.37
331338,South,Widget,7.18
331339,South,Widget,6.07
331340,North,Doohickey,6.28
331341,South,Gizmo,6.29
331342,South,Doohickey,9.3
331343,North,Doohickey,1.12
331344,North,Gadget,7.47
331345,North,Widget,7.49
331346,North,Gadget,2.78
331347,East,Gadget,4.95
331348,East,Gizmo,9.91
331349,West,Gizmo,5.61
331350,North,Gizmo,1.15
331351,East,Gizmo,2.56
331352,South,Gizmo,1.9
331353,North,Gizmo,7.83
331354,South,Widget,2.59
331355,South,Gizmo,2.62
331356,North,Widget,9.24
331357,North,Gizmo,5.91
331358,East,Doohickey,8.91
331359,West,Gizmo,4.72
331360,South,Widget,8.17
331361,West,Gizmo,8.56
331362,West,Doohickey,2.43
331363,North,Gizmo,3.14
331364,West,Gizmo,1.46
331365,West,Widget,3.39
331366,North,Gadget,1.76
331367,West,Doohickey,4.01
331368,East,Widget,9.7
331369,West,Gadget,6.43
331370,East,Widget,9.9
331371,West,Gadget,4.73
331372,East,Doohickey,2.74
331373,West,Widget,9.45
331374,South,Gadget,0.7
331375,East,Gizmo,7.43
331376,East,Gadget,8.3
331377,East,Gadget,8.0
331378,South,Gizmo,2.11
331379,North,Gadget,0.45
331380,West,Gizmo,7.58
331381,West,Widget,5.55
331382,East,Gadget,7.2
331383,North,Widget,4.49
331384,South,Widget,0.09
331385,West,Gadget,1.44
331386,North,Widget,6.53
331387,North,Gadget,2.61
331388,South,Widget,2.45
331389,West,Doohickey,3.18
331390,West,Gadget,7.59
331391,West,Doohickey,5.45
331392,North,Widget,8.26
331393,East,Gizmo,5.83
331394,East,Gadget,0.12
331395,North,Gadget,6.06
331396,North,Widget,8.98
331397,North,Gadget,3.79
331398,East,Doohickey,8.03
331399,West,Doohickey,0.78
331400,East,Gizmo,7.81
331401,North,Gizmo,3.02
331402,South,Gadget,1.49
331403,East,Gadget,5.2
331404,South,Widget,1.48
331405,East,Gadget,3.8
331406,North,Gadget,5.21
331407,South,Gadget,7.03
331408,West,Doohickey,7.12
331409,West,Gadget,7.08
331410,West,Doohickey,1.29
331411,West,Widget,9.77
331412,West,Widget,3.88
331413,South,Doohickey,9.67
331414,West,Widget,7.7
331415,North,Gizmo,3.87
331416,South,Doohickey,1.57
331417,North,Gadget,6.18
331418,South,Gadget,5.79
331419,West,Doohickey,4.5
331420,North,Gizmo,1.12
331421,East,Widget,7.98
331422,West,Gizmo,2.92
331423,West,Gizmo,7.47
331424,South,Widget,3.91
331425,East,Widget,2.12
331426,South,Widget,8.56
331427,West,Gadget,7.47
331428,North,Gadget,9.93
331429,West,Doohickey,5.53
331430,North,Gadget,4.87
331431,East,Gizmo,5.18
331432,North,Doohickey,6.69
331433,South,Doohickey,2.31
331434,South,Gizmo,5.35
331435,West,Widget,2.34
331436,South,Doohickey,4.02
331437,West,Gizmo,4.53
331438,West,Widget,7.38
331439,South,Gadget,6.48
331440,North,Gadget,1.5
331441,East,Doohickey,9.35
331442,South,Widget,7.16
331443,South,Doohickey,9.27
331444,West,Gadget,8.71
331445,North,Gizmo,7.81
331446,North,Gadget,8.17
331447,East,Gadget,5.22
331448,West,Gizmo,0.17
331449,East,Gizmo,3.14
331450,North,Gizmo,6.4
331451,West,Doohickey,9.73
331452,South,Gadget,9.93
331453,West,Gizmo,9.02
331454,West,Gizmo,8.5
331455,South,Widget,8.16
331456,South,Doohickey,2.89
331457,South,Gadget,0.49
331458,South,Widget,1.27
331459,West,Gizmo,0.02
331460,North,Gizmo,2.69
331461,South,Gizmo,2.97
331462,West,Widget,3.47
331463,West,Widget,4.79
331464,South,Widget,8.25
331465,East,Widget,7.28
331466,East,Gadget,3.34
331467,West,Gadget,8.63
331468,North,Gizmo,3.9
331469,West,Gizmo,0.88
331470,East,Gizmo,8.03
331471,East,Widget,3.43
331472,North,Widget,0.11
331473,West,Doohickey,8.25
331474,East,Gadget,3.15
331475,West,Doohickey,2.38
331476,East,Widget,4.67
331477,South,Doohickey,5.82
331478,South,Doohickey,3.63
331479,North,Gadget,8.65
331480,North,Gizmo,6.53
331481,South,Gizmo,9.17
331482,South,Gadget,9.19
331483,South,Doohickey,6.29
331484,North,Gadget,6.99
331485,East,Doohickey,3.02
331486,South,Doohickey,0.55
331487,West,Doohickey,4.93
331488,South,Gizmo,5.49
331489,North,Widget,6.68
331490,West,Gizmo,4.8
331491,North,Widget,2.36
331492,East,Gadget,9.78
331493,West,Gadget,0.4
331494,South,Gizmo,0.84
331495,North,Widget,1.68
331496,North,Widget,2.57
331497,North,Doohickey,0.59
331498,North,Gadget,8.47
331499,East,Gizmo,2.02
331500,South,Gizmo,9.48
331501,East,Doohickey,3.96
331502,South,Gizmo,7.02
331503,South,Doohickey,4.48
331504,South,Widget,5.55
331505,West,Widget,3.79
331506,West,Doohickey,2.11
331507,North,Gizmo,7.41
331508,East,Doohickey,9.91
331509,North,Gizmo,3.37
331510,West,Doohickey,1.34
331511,East,Gizmo,7.62
331512,East,Doohickey,0.93
331513,South,Doohickey,4.65
331514,West,Doohickey,2.6
331515,South,Widget,6.51
331516,West,Gadget,6.62
331517,South,Gizmo,2.45
331518,North,Gadget,0.79
331519,South,Widget,2.99
331520,West,Gadget,7.32
331521,North,Doohickey,6.92
331522,South,Gizmo,1.5
331523,South,Gizmo,6.94
331524,South,Widget,0.67
331525,North,Widget,9.83
331526,West,Gadget,2.71
331527,East,Widget,0.18
331528,East,Gadget,0.81
331529,South,Doohickey,2.3
331530,North,Doohickey,7.82
331531,North,Doohickey,3.67
331532,East,Widget,6.77
331533,East,Widget,4.56
331534,East,Doohickey,6.11
331535,South,Gizmo,2.92
331536,East,Gadget,7.17
331537,West,Gizmo,0.39
331538,South,Gadget,9.09
331539,West,Gizmo,5.4
331540,West,Gizmo,0.89
331541,South,Widget,1.75
331542,North,Gadget,3.64
331543,East,Widget,6.78
331544,South,Widget,6.09
331545,West,Gadget,1.31
331546,North,Widget,5.53
331547,South,Gizmo,4.88
331548,North,Widget,2.2
331549,North,Gizmo,3.35
331550,North,Doohickey,9.2
331551,North,Doohickey,3.19
331552,North,Doohickey,2.16
331553,East,Gadget,5.78
331554,East,Widget,2.35
331555,West,Gadget,7.83
331556,West,Doohickey,4.55
331557,South,Gizmo,8.8
331558,South,Gizmo,6.24
331559,West,Widget,4.7
331560,East,Doohickey,7.95
331561,West,Gizmo,7.77
331562,South,Gadget,5.28
331563,West,Gadget,5.83
331564,North,Widget,2.22
331565,East,Gizmo,0.94
331566,North,Gadget,1.73
331567,East,Doohickey,6.61
331568,West,Widget,3.86
331569,East,Gizmo,4.69
331570,North,Doohickey,4.22
331571,East,Gadget,7.9
331572,East,Widget,5.24
331573,West,Doohickey,1.73
331574,West,Widget,0.77
331575,South,Gadget,9.78
331576,East,Gizmo,9.96
331577,East,Gadget,0.08
331578,North,Gizmo,0.09
331579,South,Widget,5.85
331580,North,Gizmo,8.96
331581,South,Gizmo,3.17
331582,West,Gizmo,6.88
331583,North,Doohickey,9.83
331584,North,Gizmo,4.72
331585,East,Widget,3.93
331586,West,Gadget,9.79
331587,North,Widget,8.5
331588,East,Gadget,3.17
331589,East,Doohickey,8.22
331590,North,Doohickey,2.94
331591,South,Gadget,7.57
331592,West,Gizmo,5.65
331593,North,Widget,5.43
331594,East,Widget,4.4
331595,East,Gadget,9.64
331596,East,Widget,5.54
331597,South,Doohickey,6.69
331598,West,Widget,7.82
331599,West,Gizmo,5.75
331600,South,Doohickey,6.87
331601,East,Widget,3.34
331602,West,Gizmo,5.45
331603,West,Widget,4.77
331604,South,Gadget,4.56
331605,North,Doohickey,1.28
331606,South,Doohickey,3.67
331607,East,Widget,7.06
331608,North,Widget,8.6
331609,South,Widget,8.84
331610,South,Doohickey,4.45
331611,West,Widget,1.66
331612,West,Doohickey,6.81
331613,North,Gadget,8.58
331614,North,Gadget,8.8
331615,West,Gizmo,8.48
331616,North,Doohickey,3.5
331617,East,Gizmo,5.97
331618,North,Gizmo,0.52
331619,West,Doohickey,9.68
331620,West,Doohickey,3.67
331621,North,Widget,0.12
331622,East,Gadget,1.38
331623,South,Doohickey,6.83
331624,North,Gadget,5.03
331625,South,Gizmo,4.59
331626,North,Doohickey,1.19
331627,South,Gizmo,2.9
331628,North,Gadget,2.52
331629,South,Doohickey,8.5
331630,North,Doohickey,8.63
331631,South,Widget,0.72
331632,North,Gadget,2.64
331633,North,Doohickey,0.86
331634,North,Gadget,1.41
331635,East,Gadget,2.04
331636,East,Gizmo,7.22
331637,West,Gizmo,3.49
331638,West,Gadget,6.78
331639,East,Gizmo,3.71
331640,East,Gizmo,8.91
331641,West,Widget,0.28
331642,East,Widget,5.67
331643,East,Gizmo,0.16
331644,East,Gizmo,3.11
331645,North,Widget,3.26
331646,West,Gizmo,6.7
331647,East,Doohickey,3.77
331648,South,Doohickey,3.57
331649,South,Gadget,8.27
331650,West,Doohickey,8.3
331651,West,Gizmo,7.13
331652,South,Gadget,1.37
331653,South,Doohickey,5.56
331654,North,Doohickey,0.1
331655,East,Gadget,4.03
331656,South,Gadget,9.51
331657,South,Widget,3.27
331658,North,Gizmo,6.94
331659,South,Gadget,7.93
331660,West,Doohickey,7.84
331661,East,Widget,4.0
331662,South,Gadget,1.53
331663,South,Gadget,9.87
331664,North,Gadget,5.59
331665,West,Gizmo,7.42
331666,North,Widget,4.22
331667,East,Gadget,9.69
331668,North,Doohickey,1.18
331669,East,Doohickey,4.31
331670,West,Widget,0.9
331671,West,Widget,7.22
331672,North,Doohickey,1.5
331673,North,Gadget,9.71
331674,North,Gadget,2.47
331675,South,Gadget,2.6
331676,East,Doohickey,5.55
331677,North,Widget,5.73
331678,West,Gizmo,1.79
331679,West,Doohickey,7.22
331680,South,Gizmo,9.41
331681,South,Gizmo,6.75
331682,East,Gadget,6.77
331683,North,Doohickey,9.5
331684,South,Gadget,2.58
331685,West,Gizmo,2.36
331686,West,Widget,0.34
331687,North,Doohickey,2.07
331688,North,Gizmo,7.58
331689,West,Doohickey,6.0
331690,South,Gizmo,1.02
331691,East,Gizmo,9.36
331692,North,Doohickey,7.86
331693,West,Widget,9.54
331694,North,Doohickey,9.83
331695,East,Widget,7.34
331696,South,Doohickey,0.95
331697,North,Gadget,6.64
331698,South,Gizmo,2.25
331699,South,Gizmo,9.46
331700,North,Gadget,6.8
331701,South,Gizmo,0.37
331702,North,Gizmo,5.95
331703,North,Gadget,5.35
331704,West,Gadget,3.5
331705,East,Gizmo,2.84
331706,West,Widget,8.06
331707,North,Gadget,1.44
331708,South,Doohickey,4.9
331709,North,Gizmo,7.15
331710,West,Gizmo,7.69
331711,East,Gadget,5.04
331712,East,Gizmo,7.69
331713,West,Gadget,4.69
331714,West,Doohickey,2.28
331715,West,Doohickey,6.09
331716,South,Gadget,7.41
331717,West,Gizmo,2.92
331718,East,Gizmo,8.91
331719,North,Widget,3.01
331720,East,Widget,5.68
331721,North,Gadget,1.64
331722,South,Widget,3.69
331723,South,Widget,1.95
331724,East,Gadget,3.48
331725,South,Gadget,8.05
331726,East,Widget,5.61
331727,North,Widget,0.87
331728,East,Gadget,7.54
331729,East,Gizmo,3.44
331730,South,Doohickey,3.0
331731,South,Widget,2.66
331732,North,Gadget,9.67
331733,South,Gadget,6.84
331734,North,Gadget,3.81
331735,East,Gadget,3.89
331736,East,Doohickey,1.32
331737,East,Gizmo,3.62
331738,West,Widget,2.98
331739,East,Gadget,8.18
331740,North,Widget,7.86
331741,East,Widget,9.14
331742,East,Doohickey,3.11
331743,West,Gizmo,5.98
331744,North,Widget,0.11
331745,South,Widget,0.59
331746,West,Widget,6.69
331747,South,Gizmo,4.7
331748,North,Gizmo,2.61
331749,North,Gizmo,2.1
331750,West,Gizmo,0.96
331751,South,Widget,5.86
331752,East,Gizmo,0.95
331753,North,Gizmo,1.19
331754,East,Gizmo,8.94
331755,East,Gadget,8.4
331756,North,Gizmo,2.92
331757,East,Gizmo,6.82
331758,West,Gadget,2.48
331759,North,Gizmo,9.63
331760,North,Widget,0.63
331761,East,Widget,1.81
331762,East,Gizmo,5.9
331763,East,Doohickey,8.03
331764,East,Doohickey,3.4
331765,East,Gizmo,5.18
331766,East,Gizmo,1.12
331767,North,Gizmo,4.53
331768,East,Doohickey,3.53
331769,West,Gadget,2.05
331770,West,Doohickey,7.86
331771,North,Widget,1.18
331772,North,Doohickey,9.87
331773,East,Doohickey,1.61
331774,West,Widget,4.79
331775,East,Doohickey,9.07
331776,South,Gizmo,6.21
331777,West,Doohickey,5.92
331778,North,Widget,0.16
331779,South,Doohickey,9.41
331780,East,Widget,4.36
331781,South,Gadget,4.94
331782,East,Gadget,2.82
331783,East,Gadget,4.41
331784,North,Widget,4.06
331785,West,Doohickey,5.6
331786,North,Widget,7.27
331787,East,Gizmo,7.17
331788,South,Gadget,4.51
331789,East,Gadget,5.29
331790,West,Doohickey,8.46
331791,West,Widget,2.01
331792,North,Gadget,4.73
331793,West,Gadget,2.67
331794,North,Widget,5.07
331795,South,Widget,9.49
331796,South,Gizmo,2.42
331797,East,Doohickey,0.99
331798,North,Doohickey,2.11
331799,West,Gizmo,2.62
331800,East,Gizmo,3.63
331801,East,Gadget,1.98
331802,North,Doohickey,6.28
331803,South,Widget,3.44
331804,South,Doohickey,7.9
331805,North,Doohickey,0.52
331806,South,Gadget,0.22
331807,East,Gizmo,1.51
331808,West,Gizmo,6.16
331809,North,Doohickey,2.97
331810,North,Widget,4.0
331811,West,Widget,8.43
331812,South,Gizmo,1.08
331813,South,Doohickey,4.55
331814,West,Doohickey,4.82
331815,East,Doohickey,5.04
331816,West,Gadget,2.04
331817,East,Widget,3.57
331818,East,Widget,8.52
331819,West,Doohickey,0.27
331820,East,Widget,9.57
331821,East,Gadget,2.93
331822,South,Gadget,8.72
331823,West,Gizmo,3.45
331824,North,Widget,6.39
331825,East,Gizmo,1.64
331826,West,Gadget,2.2
331827,East,Widget,3.97
331828,East,Widget,4.85
331829,North,Widget,1.82
331830,East,Widget,1.39
331831,East,Gizmo,5.01
331832,South,Widget,2.87
331833,West,Widget,8.95
331834,West,Gizmo,7.54
331835,East,Doohickey,0.44
331836,West,Gadget,3.27
331837,South,Gadget,5.76
331838,North,Gadget,0.48
331839,East,Widget,6.43
331840,East,Gadget,3.59
331841,South,Gadget,2.66
331842,North,Doohickey,3.47
331843,South,Gizmo,1.9
331844,North,Widget,6.26
331845,West,Widget,9.87
331846,North,Gizmo,4.07
331847,North,Gizmo,4.52
331848,South,Doohickey,1.08
331849,East,Doohickey,9.41
331850,South,Gadget,4.69
331851,East,Widget,1.09
331852,East,Gadget,5.14
331853,North,Widget,6.99
331854,North,Gizmo,8.47
331855,South,Gizmo,4.23
331856,West,Gadget,7.03
331857,East,Gadget,6.88
331858,East,Gadget,9.31
331859,North,Widget,9.24
331860,South,Doohickey,5.26
331861,West,Doohickey,4.97
331862,South,Doohickey,6.78
331863,East,Widget,7.87
331864,North,Doohickey,3.08
331865,West,Widget,7.95
331866,West,Gadget,9.52
331867,North,Gizmo,7.95
331868,South,Widget,4.48
331869,East,Doohickey,8.92
331870,West,Doohickey,3.08
331871,East,Gizmo,0.72
331872,South,Widget,8.42
331873,West,Doohickey,2.33
331874,East,Widget,0.56
331875,South,Gizmo,9.69
331876,West,Gadget,1.24
331877,West,Doohickey,3.51
331878,West,Widget,7.3
331879,North,Widget,7.85
331880,East,Gizmo,9.34
331881,West,Gizmo,0.78
331882,North,Widget,2.72
331883,South,Doohickey,2.22
331884,West,Doohickey,6.88
331885,East,Widget,0.34
331886,West,Gadget,5.7
331887,North,Gadget,7.3
331888,East,Gizmo,5.74
331889,North,Doohickey,6.89
331890,South,Gadget,1.59
331891,West,Gadget,1.73
331892,East,Gizmo,7.47
331893,West,Gizmo,5.32
331894,West,Doohickey,2.11
331895,East,Doohickey,4.47
331896,North,Gadget,9.46
331897,South,Gadget,1.3
331898,West,Widget,1.46
331899,West,Gizmo,9.82
331900,North,Gizmo,0.02
331901,East,Doohickey,1.1
331902,North,Gadget,4.72
331903,South,Gadget,2.85
331904,North,Doohickey,9.62
331905,South,Gizmo,3.58
331906,South,Doohickey,6.88
331907,South,Doohickey,9.2
331908,South,Widget,8.07
331909,East,Gadget,9.56
331910,South,Widget,3.64
331911,South,Doohickey,6.06
331912,East,Gizmo,9.77
331913,East,Widget,6.58
331914,North,Widget,7.35
331915,West,Widget,3.24
331916,North,Doohickey,1.8
331917,South,Widget,9.28
331918,East,Doohickey,4.05
331919,South,Gadget,6.11
331920,South,Gadget,2.1
331921,East,Doohickey,8.31
331922,East,Gadget,0.23
331923,North,Gadget,4.31
331924,East,Doohickey,7.44
331925,South,Gizmo,3.11
331926,North,Doohickey,0.05
331927,South,Doohickey,3.02
331928,North,Doohickey,3.41
331929,West,Gadget,6.4
331930,West,Gizmo,6.78
331931,North,Widget,5.83
331932,North,Gizmo,1.15
331933,West,Doohickey,0.76
331934,East,Gadget,4.16
331935,West,Gizmo,0.67
331936,West,Gizmo,8.07
331937,East,Doohickey,0.08
331938,West,Widget,6.38
331939,South,Gizmo,3.22
331940,South,Doohickey,2.28
331941,East,Widget,1.4
331942,South,Doohickey,7.49
331943,East,Widget,3.99
331944,North,Gizmo,2.92
331945,East,Widget,4.7
331946,West,Gizmo,3.88
331947,North,Widget,8.57
331948,South,Widget,1.13
331949,West,Gizmo,1.36
331950,South,Doohickey,5.59
331951,North,Gizmo,2.38
331952,North,Widget,9.01
331953,West,Gizmo,3.77
331954,South,Widget,5.17
331955,North,Gizmo,4.11
331956,East,Gadget,6.01
331957,East,Doohickey,1.8
331958,North,Gadget,4.91
331959,South,Gadget,4.49
331960,West,Widget,5.32
331961,East,Doohickey,3.59
331962,South,Gadget,5.88
331963,East,Gadget,9.45
331964,North,Widget,4.75
331965,South,Widget,1.47
331966,South,Gadget,4.99
331967,North,Gizmo,9.25
331968,North,Gadget,9.37
331969,South,Gizmo,5.36
331970,North,Gadget,8.21
331971,West,Doohickey,7.7
331972,East,Gadget,5.72
331973,South,Widget,9.49
331974,West,Doohickey,1.28
331975,North,Widget,8.15
331976,East,Gadget,9.73
331977,West,Doohickey,9.86
331978,South,Gizmo,1.03
331979,West,Gizmo,5.23
331980,East,Gadget,3.11
331981,North,Doohickey,3.16
331982,South,Gadget,3.63
331983,East,Gadget,3.93
331984,West,Gizmo,5.45
331985,North,Doohickey,9.68
331986,North,Gizmo,8.0
331987,South,Gadget,0.35
331988,West,Widget,1.71
331989,West,Widget,5.83
331990,West,Doohickey,5.43
331991,North,Gizmo,0.38
331992,East,Doohickey,7.41
331993,North,Widget,3.94
331994,South,Gizmo,8.98
331995,North,Doohickey,5.73
331996,East,Doohickey,6.13
331997,West,Widget,9.79
331998,West,Doohickey,8.45
331999,West,Gizmo,8.62
332000,South,Gadget,6.64
332001,West,Gadget,0.64
332002,North,Gadget,9.56
332003,North,Gadget,9.58
332004,West,Gadget,9.36
332005,South,Widget,9.22
332006,North,Doohickey,8.29
332007,South,Gadget,4.53
332008,East,Gadget,4.39
332009,East,Gizmo,1.43
332010,South,Widget,3.72
332011,West,Doohickey,0.68
332012,West,Widget,5.79
332013,North,Widget,8.14
332014,East,Gizmo,5.56
332015,East,Gizmo,2.51
332016,North,Gadget,9.35
332017,East,Gadget,4.01
332018,East,Gizmo,4.67
332019,West,Gizmo,2.15
332020,South,Gadget,3.64
332021,South,Gizmo,8.48
332022,West,Widget,7.65
332023,East,Doohickey,0.59
332024,North,Gadget,6.53
332025,North,Gadget,7.05
332026,East,Gizmo,8.92
332027,South,Doohickey,9.01
332028,East,Widget,1.81
332029,West,Doohickey,3.04
332030,North,Gizmo,6.27
332031,South,Doohickey,1.69
332032,North,Gadget,3.3
332033,South,Gizmo,2.63
332034,North,Gadget,8.42
332035,South,Doohickey,4.6
332036,West,Gizmo,6.09
332037,North,Gadget,8.7
332038,South,Doohickey,5.49
332039,South,Gadget,6.36
332040,North,Gizmo,7.12
332041,North,Gadget,1.21
332042,South,Widget,5.9
332043,West,Widget,0.66
332044,South,Doohickey,9.88
332045,West,Widget,4.46
332046,West,Doohickey,5.63
332047,North,Doohickey,1.61
332048,South,Widget,0.37
332049,West,Doohickey,4.17
332050,West,Widget,8.4
332051,South,Gizmo,6.32
332052,North,Gizmo,4.23
332053,South,Doohickey,9.65
332054,North,Gizmo,7.68
332055,North,Widget,1.16
332056,South,Gizmo,6.97
332057,South,Doohickey,8.9
332058,North,Gizmo,3.96
332059,South,Gizmo,0.85
332060,East,Gadget,2.36
332061,South,Gizmo,7.14
332062,North,Doohickey,3.44
332063,South,Gadget,1.97
332064,North,Gadget,5.95
332065,North,Doohickey,1.37
332066,West,Widget,6.39
332067,West,Gizmo,5.11
332068,North,Gadget,3.56
332069,East,Doohickey,6.59
332070,North,Doohickey,6.32
332071,South,Gadget,1.98
332072,West,Widget,6.98
332073,North,Gadget,1.28
332074,East,Gizmo,3.35
332075,South,Doohickey,6.94
332076,South,Gizmo,1.51
332077,South,Widget,2.72
332078,West,Widget,7.79
332079,West,Widget,4.22
332080,West,Gizmo,2.74
332081,South,Gizmo,4.78
332082,West,Widget,2.44
332083,West,Gizmo,5.21
332084,West,Gadget,2.03
332085,North,Gizmo,3.68
332086,South,Widget,4.49
332087,East,Widget,2.18
332088,West,Doohickey,3.26
332089,West,Widget,9.62
332090,West,Gizmo,0.6
332091,South,Doohickey,7.72
332092,East,Gadget,5.21
332093,West,Doohickey,4.37
332094,West,Gizmo,1.06
332095,West,Doohickey,1.43
332096,East,Gizmo,7.13
332097,South,Widget,8.01
332098,South,Gizmo,1.56
332099,North,Doohickey,7.89
332100,East,Gadget,6.98
332101,North,Gadget,9.87
332102,North,Gizmo,3.53
332103,West,Gadget,2.64
332104,South,Widget,4.68
332105,West,Gadget,1.81
332106,North,Gizmo,6.5
332107,North,Doohickey,5.2
332108,West,Doohickey,5.12
332109,East,Gadget,3.88
332110,East,Widget,8.48
332111,West,Doohickey,0.74
332112,East,Gadget,8.02
332113,East,Doohickey,5.47
332114,South,Gizmo,2.88
332115,West,Gizmo,4.48
332116,West,Doohickey,4.6
332117,West,Doohickey,7.2
332118,West,Doohickey,2.8
332119,West,Gadget,5.49
332120,South,Doohickey,3.01
332121,East,Doohickey,1.34
332122,North,Widget,6.42
332123,South,Gadget,8.93
332124,West,Gizmo,7.45
332125,North,Gadget,1.27
332126,North,Gadget,9.13
332127,South,Gadget,8.3
332128,North,Gizmo,8.16
332129,South,Widget,2.63
